date,mango,apple,orange,tomato,potato,carrot
2022-11-22 10:10:56.335322,59.75,70.59,61.71,33.45,24.31,33.76
2022-11-23 10:10:56.335322,60.91,73.23,53.1,39.54,15.27,41.88
2022-11-24 10:10:56.335322,57.1,71.19,55.38,22.04,16.63,30.25
2022-11-25 10:10:56.335322,41.02,106.78,61.92,20.17,20.17,33.43
2022-11-26 10:10:56.335322,44.32,81.01,45.84,28.67,15.56,25.8
2022-11-27 10:10:56.335322,41.26,63.47,66.6,21.85,27.63,33.98
2022-11-28 10:10:56.335322,65.46,118.15,51.32,34.97,23.53,36.55
2022-11-29 10:10:56.335322,52.57,113.03,36.32,38.29,25.96,36.42
2022-11-30 10:10:56.335322,60.34,115.67,57.84,28.68,18.49,31.65
2022-12-01 10:10:56.335322,76.3,119.69,61.73,25.17,20.92,31.31
2022-12-02 10:10:56.335322,49.97,70.43,42.67,28.69,28.28,27.13
2022-12-03 10:10:56.335322,56.42,83.77,64.29,34.47,34.31,32.34
2022-12-04 10:10:56.335322,70.22,105.49,66.25,20.18,16.01,26.99
2022-12-05 10:10:56.335322,49.15,101.76,41.08,31.79,32.81,40.33
2022-12-06 10:10:56.335322,43.08,69.23,69.34,32.27,26.54,44.33
2022-12-07 10:10:56.335322,51.59,108.95,35.63,32.75,26.28,44.4
2022-12-08 10:10:56.335322,46.45,73.47,38.08,24.84,25.01,42.3
2022-12-09 10:10:56.335322,77.19,73.43,37.37,34.28,16.39,37.02
2022-12-10 10:10:56.335322,72.32,92.22,65.76,21.83,16.8,39.02
2022-12-11 10:10:56.335322,65.34,95.58,56.17,23.99,27.02,30.7
2022-12-12 10:10:56.335322,74.86,94.81,36.08,37.55,21.82,37.62
2022-12-13 10:10:56.335322,72.15,65.49,47.61,34.77,33.35,34.11
2022-12-14 10:10:56.335322,47.46,112.65,54.61,20.27,23.13,34.64
2022-12-15 10:10:56.335322,75.7,75.94,33.34,24.97,17.87,40.16
2022-12-16 10:10:56.335322,61.57,67.77,65.3,24.29,29.29,30.64
2022-12-17 10:10:56.335322,72.3,113.32,62.14,25.42,20.87,31.36
2022-12-18 10:10:56.335322,75.84,117.34,50.21,24.95,25.51,43.49
2022-12-19 10:10:56.335322,52.72,111.73,68.69,21.25,28.96,26.12
2022-12-20 10:10:56.335322,44.4,108.57,46.71,29.18,33.01,34.71
2022-12-21 10:10:56.335322,49.12,99.31,69.36,34.65,30.84,43.26
2022-12-22 10:10:56.335322,57.08,93.05,56.72,32.13,28.53,37.21
2022-12-23 10:10:56.335322,72.72,65.22,55.39,33.46,28.59,35.93
2022-12-24 10:10:56.335322,74.43,84.51,36.64,21.62,33.92,29.99
2022-12-25 10:10:56.335322,40.28,82.36,65.28,39.03,20.92,31.87
2022-12-26 10:10:56.335322,60.43,75.59,47.1,36.77,15.02,42.04
2022-12-27 10:10:56.335322,56.7,103.41,36.49,36.1,20.44,36.18
2022-12-28 10:10:56.335322,48.88,89.75,30.5,36.46,19.36,35.29
2022-12-29 10:10:56.335322,44.79,64.86,52.39,38.65,28.24,26.99
2022-12-30 10:10:56.335322,53.5,73.21,51.1,30.89,27.67,25.32
2022-12-31 10:10:56.335322,77.72,101.0,58.77,24.01,26.87,44.27
2023-01-01 10:10:56.335322,52.93,64.57,65.61,32.34,15.32,32.54
2023-01-02 10:10:56.335322,60.75,111.07,33.18,34.86,29.58,37.06
2023-01-03 10:10:56.335322,68.12,89.71,59.26,34.76,21.47,26.59
2023-01-04 10:10:56.335322,54.55,88.84,37.5,30.43,28.3,38.66
2023-01-05 10:10:56.335322,78.87,95.54,64.33,21.37,26.13,43.65
2023-01-06 10:10:56.335322,78.5,109.48,62.76,27.42,21.85,36.51
2023-01-07 10:10:56.335322,50.07,80.87,51.63,38.42,17.69,27.52
2023-01-08 10:10:56.335322,59.89,100.68,58.41,31.69,16.89,36.63
2023-01-09 10:10:56.335322,52.04,93.94,42.57,30.77,31.63,40.33
2023-01-10 10:10:56.335322,51.39,76.02,48.85,25.38,33.37,33.13
2023-01-11 10:10:56.335322,41.48,112.72,62.87,27.37,28.0,42.6
2023-01-12 10:10:56.335322,64.38,107.85,48.37,37.91,17.07,37.97
2023-01-13 10:10:56.335322,60.11,99.51,44.31,33.33,23.04,42.98
2023-01-14 10:10:56.335322,42.06,111.03,49.77,35.75,29.58,37.47
2023-01-15 10:10:56.335322,51.15,112.04,63.13,29.09,30.6,27.63
2023-01-16 10:10:56.335322,76.33,102.5,43.41,32.6,17.36,31.19
2023-01-17 10:10:56.335322,49.58,110.22,36.95,24.97,15.0,29.04
2023-01-18 10:10:56.335322,45.8,101.85,58.48,34.11,29.24,43.18
2023-01-19 10:10:56.335322,59.58,100.81,63.04,28.55,22.13,40.21
2023-01-20 10:10:56.335322,79.43,97.12,34.03,28.85,20.09,38.53
2023-01-21 10:10:56.335322,49.68,105.16,39.59,32.99,15.26,31.02
2023-01-22 10:10:56.335322,66.89,69.52,35.68,38.73,25.81,28.68
2023-01-23 10:10:56.335322,70.46,112.85,43.92,21.28,32.02,40.13
2023-01-24 10:10:56.335322,49.51,112.31,48.01,36.49,34.15,34.48
2023-01-25 10:10:56.335322,69.13,61.75,59.95,25.85,26.31,29.52
2023-01-26 10:10:56.335322,54.71,109.55,56.05,28.88,25.29,37.33
2023-01-27 10:10:56.335322,65.29,67.73,54.84,20.44,16.7,25.81
2023-01-28 10:10:56.335322,65.34,80.11,44.09,26.02,25.98,31.52
2023-01-29 10:10:56.335322,61.43,104.61,63.66,30.05,22.6,34.37
2023-01-30 10:10:56.335322,43.61,69.65,48.85,21.12,27.14,27.96
2023-01-31 10:10:56.335322,73.41,109.08,69.16,29.82,22.77,44.69
2023-02-01 10:10:56.335322,52.83,109.93,55.37,38.54,19.81,29.18
2023-02-02 10:10:56.335322,47.46,90.45,35.05,22.11,16.9,27.61
2023-02-03 10:10:56.335322,41.63,60.38,57.05,35.29,21.3,29.07
2023-02-04 10:10:56.335322,63.64,77.22,43.0,28.19,16.93,40.38
2023-02-05 10:10:56.335322,67.1,97.02,57.45,33.1,18.54,33.51
2023-02-06 10:10:56.335322,40.66,118.87,32.79,25.2,34.75,36.31
2023-02-07 10:10:56.335322,60.48,97.91,37.0,23.19,23.88,25.42
2023-02-08 10:10:56.335322,49.06,75.59,64.23,23.21,25.64,25.69
2023-02-09 10:10:56.335322,65.81,98.04,39.09,21.41,32.47,33.92
2023-02-10 10:10:56.335322,46.97,92.4,63.48,23.71,34.91,41.33
2023-02-11 10:10:56.335322,67.64,106.79,41.17,33.28,26.65,42.7
2023-02-12 10:10:56.335322,55.47,66.42,55.72,37.63,31.25,26.73
2023-02-13 10:10:56.335322,77.47,105.66,57.77,36.28,21.54,35.77
2023-02-14 10:10:56.335322,45.5,92.48,50.51,33.7,21.11,43.26
2023-02-15 10:10:56.335322,53.64,117.78,42.21,22.21,23.05,32.76
2023-02-16 10:10:56.335322,44.54,80.51,38.51,25.78,28.45,41.59
2023-02-17 10:10:56.335322,76.99,97.96,31.33,26.2,28.64,27.67
2023-02-18 10:10:56.335322,75.09,115.92,42.16,25.0,21.3,43.71
2023-02-19 10:10:56.335322,50.32,66.15,56.13,30.3,17.66,40.03
2023-02-20 10:10:56.335322,66.4,116.23,67.53,30.71,27.65,43.83
2023-02-21 10:10:56.335322,72.69,101.27,64.85,27.14,17.57,38.53
2023-02-22 10:10:56.335322,62.21,64.07,60.64,27.08,26.57,32.27
2023-02-23 10:10:56.335322,61.19,78.06,61.54,36.57,28.87,43.76
2023-02-24 10:10:56.335322,49.67,102.49,56.6,35.79,29.01,30.51
2023-02-25 10:10:56.335322,43.72,64.04,40.41,26.16,30.07,31.64
2023-02-26 10:10:56.335322,75.89,94.93,66.29,38.28,32.46,39.02
2023-02-27 10:10:56.335322,76.02,80.75,56.83,39.06,25.0,40.31
2023-02-28 10:10:56.335322,65.32,97.25,52.42,26.53,29.6,43.59
2023-03-01 10:10:56.335322,53.56,62.74,34.44,27.09,27.38,29.1
2023-03-02 10:10:56.335322,53.97,112.29,47.88,30.11,18.73,40.96
2023-03-03 10:10:56.335322,69.04,118.41,48.41,38.82,15.51,39.77
2023-03-04 10:10:56.335322,75.88,118.13,64.58,37.53,20.69,26.28
2023-03-05 10:10:56.335322,75.48,104.98,51.87,22.05,23.86,32.74
2023-03-06 10:10:56.335322,71.2,67.81,45.22,27.85,27.34,30.66
2023-03-07 10:10:56.335322,65.68,105.5,69.07,31.07,32.0,31.09
2023-03-08 10:10:56.335322,43.37,61.48,34.43,30.06,18.92,44.66
2023-03-09 10:10:56.335322,46.47,61.33,46.9,23.88,17.51,37.86
2023-03-10 10:10:56.335322,75.94,79.42,31.68,37.18,34.27,39.35
2023-03-11 10:10:56.335322,64.26,89.32,59.6,33.54,17.16,44.53
2023-03-12 10:10:56.335322,40.37,106.22,66.72,36.76,24.57,32.54
2023-03-13 10:10:56.335322,44.06,101.0,41.2,37.18,26.71,41.04
2023-03-14 10:10:56.335322,66.54,86.75,64.33,34.97,25.83,33.69
2023-03-15 10:10:56.335322,40.2,76.42,41.69,28.78,16.72,42.39
2023-03-16 10:10:56.335322,46.43,119.83,66.43,32.21,16.14,28.61
2023-03-17 10:10:56.335322,61.95,85.57,60.16,23.21,17.11,43.95
2023-03-18 10:10:56.335322,67.68,87.08,62.2,33.47,26.71,29.38
2023-03-19 10:10:56.335322,66.08,69.82,30.72,23.59,25.89,31.52
2023-03-20 10:10:56.335322,48.97,107.69,68.51,33.88,19.67,40.12
2023-03-21 10:10:56.335322,68.49,101.62,59.07,24.59,27.76,32.88
2023-03-22 10:10:56.335322,49.49,73.25,42.19,22.35,31.4,37.16
2023-03-23 10:10:56.335322,53.02,64.94,63.18,23.31,15.83,33.89
2023-03-24 10:10:56.335322,69.86,100.83,41.26,20.04,24.96,39.85
2023-03-25 10:10:56.335322,65.99,99.27,64.91,34.37,28.79,29.57
2023-03-26 10:10:56.335322,73.97,76.4,34.5,34.65,20.05,26.17
2023-03-27 10:10:56.335322,66.3,117.05,58.15,30.3,21.16,31.0
2023-03-28 10:10:56.335322,62.73,69.06,51.63,23.23,27.27,34.49
2023-03-29 10:10:56.335322,43.75,85.94,33.86,21.67,32.96,28.36
2023-03-30 10:10:56.335322,54.71,116.62,39.68,20.38,31.2,32.1
2023-03-31 10:10:56.335322,50.61,85.18,30.5,23.31,26.66,33.0
2023-04-01 10:10:56.335322,49.76,98.31,48.75,37.82,29.6,26.15
2023-04-02 10:10:56.335322,78.92,83.86,42.05,24.83,22.3,36.67
2023-04-03 10:10:56.335322,55.72,76.45,53.93,27.09,27.82,42.69
2023-04-04 10:10:56.335322,75.68,119.04,41.89,22.11,24.32,28.03
2023-04-05 10:10:56.335322,65.25,84.56,42.0,24.45,18.8,36.96
2023-04-06 10:10:56.335322,71.79,113.65,59.73,30.38,29.03,38.29
2023-04-07 10:10:56.335322,60.11,73.8,31.93,32.16,26.13,33.39
2023-04-08 10:10:56.335322,63.08,72.79,66.12,24.91,22.17,39.02
2023-04-09 10:10:56.335322,59.7,61.87,64.09,21.15,33.23,33.21
2023-04-10 10:10:56.335322,47.81,99.1,56.71,27.82,15.42,35.09
2023-04-11 10:10:56.335322,68.9,82.11,53.73,24.68,21.32,25.15
2023-04-12 10:10:56.335322,51.23,111.86,65.69,24.39,16.14,38.83
2023-04-13 10:10:56.335322,40.97,88.39,37.41,39.2,30.33,38.23
2023-04-14 10:10:56.335322,65.82,118.09,33.16,32.33,29.04,25.77
2023-04-15 10:10:56.335322,47.08,71.13,39.58,31.14,21.63,32.37
2023-04-16 10:10:56.335322,77.62,112.12,61.78,28.32,28.51,44.58
2023-04-17 10:10:56.335322,78.16,106.6,31.39,28.58,22.92,33.41
2023-04-18 10:10:56.335322,76.59,106.26,53.31,30.82,30.13,35.04
2023-04-19 10:10:56.335322,54.81,110.69,69.82,33.93,24.08,43.2
2023-04-20 10:10:56.335322,40.62,105.66,64.23,34.04,23.25,39.35
2023-04-21 10:10:56.335322,77.13,97.57,50.86,23.43,33.69,36.64
2023-04-22 10:10:56.335322,57.13,67.87,32.55,30.0,20.02,40.96
2023-04-23 10:10:56.335322,78.67,61.95,63.25,28.24,17.41,42.29
2023-04-24 10:10:56.335322,78.54,115.25,53.96,37.41,26.69,34.14
2023-04-25 10:10:56.335322,74.12,97.0,34.6,32.63,34.39,34.5
2023-04-26 10:10:56.335322,51.78,107.79,33.75,30.65,22.56,32.72
2023-04-27 10:10:56.335322,55.4,88.89,66.39,22.31,16.24,44.33
2023-04-28 10:10:56.335322,74.05,67.04,56.77,32.11,21.79,38.94
2023-04-29 10:10:56.335322,52.68,67.51,63.17,22.34,25.12,26.66
2023-04-30 10:10:56.335322,46.78,101.13,65.16,26.74,18.24,42.26
2023-05-01 10:10:56.335322,62.27,85.82,52.87,22.86,28.16,34.61
2023-05-02 10:10:56.335322,77.45,72.03,50.7,33.84,34.95,26.38
2023-05-03 10:10:56.335322,67.84,89.5,47.22,24.13,24.03,35.99
2023-05-04 10:10:56.335322,62.8,63.85,42.68,27.84,22.09,33.34
2023-05-05 10:10:56.335322,43.89,94.92,47.38,37.91,23.01,42.55
2023-05-06 10:10:56.335322,64.6,76.14,60.96,24.09,17.3,29.08
2023-05-07 10:10:56.335322,79.6,107.85,54.08,30.16,32.67,41.53
2023-05-08 10:10:56.335322,45.6,78.62,65.7,28.39,23.3,36.15
2023-05-09 10:10:56.335322,60.73,87.31,47.74,20.36,22.75,26.09
2023-05-10 10:10:56.335322,75.09,60.7,54.28,35.86,28.19,44.44
2023-05-11 10:10:56.335322,69.63,64.35,55.25,21.38,23.84,35.25
2023-05-12 10:10:56.335322,67.88,83.55,53.67,29.49,27.96,30.82
2023-05-13 10:10:56.335322,68.1,88.8,58.11,31.21,16.23,34.39
2023-05-14 10:10:56.335322,54.38,96.0,39.5,32.57,31.27,42.16
2023-05-15 10:10:56.335322,51.74,77.5,50.49,33.77,33.81,31.1
2023-05-16 10:10:56.335322,72.37,101.7,34.17,25.07,27.98,28.85
2023-05-17 10:10:56.335322,72.4,111.61,45.38,20.2,34.09,27.58
2023-05-18 10:10:56.335322,74.68,106.79,49.51,34.47,18.03,30.96
2023-05-19 10:10:56.335322,76.53,62.38,56.09,30.71,24.55,40.6
2023-05-20 10:10:56.335322,60.45,88.83,68.02,36.72,27.04,34.43
2023-05-21 10:10:56.335322,60.06,66.3,54.03,36.43,26.63,29.55
2023-05-22 10:10:56.335322,71.93,74.52,59.74,36.87,23.03,28.32
2023-05-23 10:10:56.335322,66.0,119.2,50.25,29.7,21.76,31.65
2023-05-24 10:10:56.335322,68.08,68.55,55.36,26.67,17.54,43.8
2023-05-25 10:10:56.335322,71.83,89.93,32.84,35.83,22.83,31.86
2023-05-26 10:10:56.335322,75.6,97.09,40.18,29.03,18.25,44.76
2023-05-27 10:10:56.335322,53.52,102.15,44.47,23.67,29.69,34.7
2023-05-28 10:10:56.335322,55.02,93.58,48.9,37.1,19.18,28.58
2023-05-29 10:10:56.335322,43.76,60.59,31.83,37.65,16.17,42.82
2023-05-30 10:10:56.335322,63.13,79.59,35.6,29.33,26.05,34.21
2023-05-31 10:10:56.335322,41.44,91.06,41.07,21.51,26.9,39.19
2023-06-01 10:10:56.335322,58.62,65.27,68.86,27.76,32.44,44.67
2023-06-02 10:10:56.335322,61.71,81.04,43.25,36.07,26.54,26.0
2023-06-03 10:10:56.335322,51.46,61.99,49.28,38.04,21.91,26.93
2023-06-04 10:10:56.335322,63.63,64.71,37.84,24.07,31.06,39.41
2023-06-05 10:10:56.335322,41.22,83.82,54.43,21.34,25.81,30.64
2023-06-06 10:10:56.335322,41.49,67.96,41.23,37.55,16.59,28.69
2023-06-07 10:10:56.335322,72.9,94.05,38.28,27.79,26.32,25.79
2023-06-08 10:10:56.335322,54.41,101.37,50.66,30.84,33.16,25.44
2023-06-09 10:10:56.335322,45.08,108.04,30.22,39.36,22.93,40.49
2023-06-10 10:10:56.335322,60.89,72.01,30.31,21.33,20.93,27.69
2023-06-11 10:10:56.335322,70.8,70.05,38.76,32.97,17.87,34.35
2023-06-12 10:10:56.335322,48.63,66.27,31.47,21.48,18.03,37.12
2023-06-13 10:10:56.335322,64.92,98.19,34.32,27.51,23.66,33.57
2023-06-14 10:10:56.335322,43.41,102.39,43.55,36.08,26.91,25.54
2023-06-15 10:10:56.335322,42.07,61.9,62.1,28.67,16.61,40.67
2023-06-16 10:10:56.335322,61.25,116.17,52.88,39.94,33.79,25.21
2023-06-17 10:10:56.335322,61.63,63.12,50.51,31.18,30.1,40.24
2023-06-18 10:10:56.335322,65.5,92.48,41.74,26.42,26.73,42.87
2023-06-19 10:10:56.335322,69.04,102.54,67.27,24.4,31.57,33.66
2023-06-20 10:10:56.335322,79.03,112.26,45.88,27.01,16.6,35.71
2023-06-21 10:10:56.335322,60.65,102.85,33.48,27.45,24.54,34.54
2023-06-22 10:10:56.335322,52.92,108.1,54.68,21.37,27.6,32.78
2023-06-23 10:10:56.335322,71.81,80.37,34.55,27.39,31.57,42.75
2023-06-24 10:10:56.335322,50.83,108.89,43.81,29.28,30.67,42.88
2023-06-25 10:10:56.335322,57.56,64.81,50.3,34.45,20.54,31.72
2023-06-26 10:10:56.335322,43.14,113.69,64.97,33.13,33.82,37.3
2023-06-27 10:10:56.335322,41.01,92.86,49.74,34.18,17.49,43.54
2023-06-28 10:10:56.335322,78.51,109.04,58.09,20.17,32.5,44.24
2023-06-29 10:10:56.335322,73.44,87.14,69.71,24.35,34.42,35.18
2023-06-30 10:10:56.335322,67.84,98.61,35.26,33.23,18.54,34.06
2023-07-01 10:10:56.335322,56.36,91.58,40.99,29.68,29.44,30.57
2023-07-02 10:10:56.335322,46.93,103.9,45.78,20.11,15.81,44.18
2023-07-03 10:10:56.335322,46.26,64.9,46.87,36.09,23.11,27.86
2023-07-04 10:10:56.335322,50.01,63.62,46.44,35.46,25.33,36.6
2023-07-05 10:10:56.335322,61.97,74.83,66.3,30.97,26.61,30.65
2023-07-06 10:10:56.335322,68.58,69.57,58.56,21.33,33.72,30.58
2023-07-07 10:10:56.335322,66.41,112.31,54.32,35.33,28.45,33.1
2023-07-08 10:10:56.335322,51.2,73.15,42.37,31.67,24.63,44.98
2023-07-09 10:10:56.335322,78.19,118.55,62.95,35.64,31.19,26.1
2023-07-10 10:10:56.335322,69.52,80.21,68.2,35.03,34.01,36.57
2023-07-11 10:10:56.335322,62.17,70.93,62.85,36.06,15.44,26.65
2023-07-12 10:10:56.335322,64.47,107.38,30.06,30.36,34.65,28.09
2023-07-13 10:10:56.335322,56.78,99.52,55.46,22.81,16.72,33.79
2023-07-14 10:10:56.335322,49.91,89.89,32.05,33.42,31.29,35.21
2023-07-15 10:10:56.335322,54.24,93.32,40.3,32.41,20.61,30.18
2023-07-16 10:10:56.335322,70.31,103.15,32.38,34.85,17.64,31.33
2023-07-17 10:10:56.335322,40.58,73.71,54.15,23.4,23.8,26.74
2023-07-18 10:10:56.335322,44.64,119.78,57.46,23.9,27.88,31.06
2023-07-19 10:10:56.335322,41.84,118.49,34.58,37.81,22.62,44.33
2023-07-20 10:10:56.335322,41.63,99.02,45.35,35.0,16.09,43.89
2023-07-21 10:10:56.335322,74.22,71.97,48.25,38.16,26.99,31.7
2023-07-22 10:10:56.335322,68.15,100.81,44.76,35.17,33.05,36.42
2023-07-23 10:10:56.335322,58.97,64.33,34.84,31.94,22.66,43.19
2023-07-24 10:10:56.335322,43.91,61.84,46.76,33.08,19.33,25.12
2023-07-25 10:10:56.335322,59.66,75.46,60.05,37.78,23.85,41.21
2023-07-26 10:10:56.335322,58.94,87.76,32.84,31.58,15.97,43.97
2023-07-27 10:10:56.335322,46.93,112.1,33.21,32.65,31.41,26.83
2023-07-28 10:10:56.335322,57.35,103.63,44.19,23.13,31.53,28.23
2023-07-29 10:10:56.335322,55.94,104.56,67.67,29.48,26.76,44.21
2023-07-30 10:10:56.335322,64.63,85.53,56.74,34.33,22.06,35.75
2023-07-31 10:10:56.335322,65.4,80.76,57.15,25.42,31.0,25.28
2023-08-01 10:10:56.335322,41.81,82.26,44.48,24.05,26.09,30.15
